age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39.0,blue-collar,married,primary,no,279.0,yes,no,unknown,5.0,may,361.0,1.0,,,unknown,no
59.0,entrepreneur,divorced,secondary,no,901.0,yes,no,unknown,5.0,may,73.0,3.0,-1.0,0.0,unknown,
30.0,technician,single,secondary,no,2573.0,yes,no,,5.0,may,67.0,2.0,,0.0,unknown,no
,services,married,secondary,no,143.0,yes,yes,unknown,5.0,may,350.0,1.0,-1.0,0.0,,no
40.0,blue-collar,married,,no,475.0,yes,no,unknown,5.0,may,332.0,,-1.0,0.0,unknown,no
53.0,blue-collar,married,,no,70.0,,no,unknown,5.0,may,,2.0,-1.0,0.0,unknown,no
34.0,management,single,tertiary,no,318.0,yes,no,unknown,5.0,may,113.0,2.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,275.0,yes,no,unknown,5.0,may,132.0,,,0.0,unknown,
,management,divorced,tertiary,no,742.0,yes,no,unknown,,may,58.0,3.0,-1.0,0.0,unknown,no
41.0,entrepreneur,married,primary,no,236.0,yes,no,unknown,5.0,may,,1.0,-1.0,0.0,unknown,no
30.0,student,,,no,25.0,yes,no,unknown,5.0,may,89.0,2.0,-1.0,0.0,unknown,
37.0,,single,tertiary,no,600.0,yes,no,unknown,5.0,may,152.0,1.0,,0.0,unknown,no
39.0,admin.,divorced,secondary,no,-349.0,yes,no,unknown,5.0,may,611.0,2.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,primary,no,183.0,yes,yes,unknown,5.0,may,110.0,2.0,-1.0,0.0,unknown,
40.0,blue-collar,,primary,no,0.0,yes,no,unknown,5.0,may,,1.0,,0.0,,no
42.0,management,single,tertiary,no,,yes,yes,,5.0,may,562.0,2.0,-1.0,0.0,unknown,yes
40.0,blue-collar,divorced,primary,no,0.0,yes,no,unknown,,may,962.0,1.0,-1.0,0.0,unknown,no
57.0,technician,married,secondary,no,1078.0,,no,unknown,5.0,may,10.0,4.0,-1.0,0.0,unknown,no
56.0,entrepreneur,divorced,secondary,no,155.0,no,no,unknown,,may,118.0,3.0,,0.0,,no
,admin.,married,secondary,no,190.0,yes,no,unknown,5.0,may,92.0,2.0,-1.0,0.0,unknown,
59.0,retired,married,secondary,,319.0,yes,no,unknown,5.0,,143.0,3.0,-1.0,0.0,,no
39.0,services,divorced,secondary,,-185.0,,no,unknown,5.0,may,,3.0,-1.0,0.0,unknown,no
49.0,services,married,secondary,no,,no,no,unknown,5.0,may,234.0,2.0,-1.0,0.0,unknown,no
38.0,services,single,secondary,no,570.0,yes,no,unknown,5.0,may,75.0,2.0,-1.0,0.0,unknown,no
36.0,,married,tertiary,no,19.0,no,no,unknown,5.0,may,189.0,2.0,,0.0,unknown,no
50.0,blue-collar,,primary,no,61.0,yes,no,unknown,5.0,may,,3.0,-1.0,0.0,unknown,no
41.0,admin.,married,secondary,no,-62.0,yes,yes,unknown,5.0,may,55.0,2.0,-1.0,0.0,,no
54.0,technician,married,tertiary,,258.0,no,no,unknown,5.0,may,310.0,4.0,-1.0,,unknown,no
58.0,blue-collar,married,primary,no,76.0,yes,no,unknown,5.0,may,156.0,,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,,yes,no,unknown,5.0,may,5.0,2.0,-1.0,0.0,unknown,no
33.0,admin.,single,secondary,,352.0,yes,no,unknown,5.0,may,225.0,2.0,,0.0,unknown,no
,admin.,married,,no,368.0,yes,no,unknown,5.0,may,125.0,2.0,,0.0,unknown,no
50.0,technician,single,tertiary,no,,yes,no,unknown,,may,2.0,3.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,,yes,no,unknown,,,286.0,2.0,-1.0,0.0,unknown,no
40.0,self-employed,married,secondary,no,,yes,no,unknown,5.0,may,164.0,2.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,58.0,yes,,unknown,5.0,may,98.0,2.0,-1.0,0.0,unknown,no
54.0,technician,single,unknown,no,447.0,yes,no,unknown,,may,742.0,2.0,-1.0,0.0,unknown,no
24.0,student,single,secondary,no,423.0,yes,no,unknown,5.0,may,226.0,3.0,-1.0,0.0,,no
54.0,management,married,tertiary,no,0.0,,no,unknown,5.0,may,120.0,2.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,19.0,yes,no,unknown,5.0,may,362.0,4.0,-1.0,0.0,unknown,
56.0,technician,divorced,primary,no,13.0,yes,no,unknown,5.0,may,357.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,3.0,yes,no,unknown,5.0,may,200.0,2.0,-1.0,0.0,unknown,no
24.0,student,single,secondary,no,,yes,no,unknown,5.0,may,204.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,divorced,primary,,28.0,yes,,unknown,5.0,may,126.0,3.0,-1.0,0.0,unknown,no
,technician,,secondary,no,792.0,,no,,5.0,,65.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,unknown,no,408.0,yes,no,unknown,5.0,may,107.0,,-1.0,0.0,unknown,no
51.0,admin.,married,,no,531.0,yes,no,unknown,5.0,,267.0,2.0,-1.0,0.0,,no
57.0,retired,,secondary,no,211.0,,no,,5.0,may,248.0,,-1.0,0.0,unknown,no
36.0,services,single,secondary,no,62.0,yes,no,unknown,5.0,may,215.0,,-1.0,0.0,unknown,no
53.0,services,married,,no,,yes,no,,,may,,2.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,1234.0,yes,,unknown,5.0,may,205.0,2.0,-1.0,0.0,,no
54.0,management,married,tertiary,no,313.0,yes,no,unknown,5.0,may,83.0,2.0,-1.0,0.0,unknown,no
55.0,blue-collar,married,secondary,no,89.0,yes,no,unknown,5.0,may,106.0,3.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,129.0,yes,yes,unknown,5.0,may,189.0,2.0,,0.0,unknown,no
43.0,management,married,unknown,no,0.0,yes,no,unknown,5.0,may,105.0,2.0,-1.0,0.0,unknown,no
56.0,admin.,married,secondary,no,353.0,yes,no,unknown,5.0,,,2.0,-1.0,0.0,unknown,
54.0,technician,married,unknown,,851.0,yes,no,unknown,5.0,may,108.0,2.0,,0.0,unknown,no
55.0,services,divorced,primary,no,96.0,yes,yes,unknown,5.0,may,311.0,2.0,-1.0,,unknown,no
37.0,services,divorced,secondary,no,398.0,yes,yes,unknown,5.0,may,214.0,2.0,-1.0,0.0,unknown,no
33.0,admin.,single,tertiary,no,193.0,,no,unknown,5.0,,,2.0,-1.0,0.0,unknown,no
46.0,admin.,married,secondary,no,-358.0,yes,no,unknown,5.0,may,358.0,2.0,,0.0,unknown,no
36.0,blue-collar,married,secondary,no,,yes,yes,,,may,453.0,2.0,-1.0,0.0,unknown,no
51.0,technician,single,,no,0.0,yes,no,unknown,5.0,may,364.0,2.0,-1.0,0.0,unknown,no
40.0,,single,primary,no,0.0,no,no,unknown,5.0,may,136.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,secondary,no,490.0,yes,no,unknown,5.0,,386.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,secondary,,0.0,,no,unknown,5.0,may,173.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,unknown,no,403.0,yes,no,,5.0,may,241.0,2.0,-1.0,0.0,unknown,no
48.0,,married,secondary,no,161.0,yes,no,unknown,5.0,may,224.0,3.0,-1.0,0.0,,no
32.0,technician,divorced,tertiary,no,2558.0,no,no,unknown,5.0,may,148.0,2.0,-1.0,0.0,unknown,no
31.0,admin.,,secondary,,98.0,yes,no,unknown,5.0,may,196.0,2.0,-1.0,0.0,,no
55.0,management,single,,no,,no,no,unknown,5.0,may,111.0,4.0,-1.0,0.0,unknown,
,blue-collar,single,secondary,no,436.0,yes,,unknown,5.0,may,231.0,3.0,-1.0,0.0,unknown,no
47.0,technician,married,tertiary,no,,yes,no,unknown,5.0,may,316.0,3.0,-1.0,0.0,unknown,no
57.0,technician,married,unknown,no,206.0,yes,no,unknown,5.0,may,216.0,3.0,-1.0,0.0,,no
,blue-collar,married,secondary,no,290.0,yes,no,,5.0,may,240.0,2.0,-1.0,0.0,unknown,
,blue-collar,married,secondary,no,,,no,,5.0,may,669.0,3.0,,0.0,unknown,no
42.0,blue-collar,married,unknown,no,57.0,yes,,unknown,5.0,may,,,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,-457.0,yes,,unknown,5.0,may,143.0,2.0,-1.0,0.0,unknown,no
58.0,management,single,tertiary,no,1387.0,yes,no,unknown,5.0,may,174.0,5.0,-1.0,0.0,unknown,no
45.0,management,divorced,tertiary,no,24598.0,yes,no,,5.0,may,313.0,3.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,secondary,no,30.0,yes,no,unknown,5.0,may,135.0,4.0,-1.0,,unknown,no
42.0,,single,,no,1022.0,yes,no,unknown,5.0,may,146.0,2.0,-1.0,0.0,unknown,no
53.0,technician,,secondary,no,56.0,yes,yes,unknown,5.0,,152.0,2.0,-1.0,0.0,unknown,no
51.0,admin.,single,secondary,yes,-2.0,no,,unknown,5.0,may,,3.0,,0.0,,no
,services,,secondary,no,121.0,yes,no,unknown,5.0,may,213.0,,-1.0,0.0,unknown,no
41.0,blue-collar,single,secondary,no,842.0,yes,no,unknown,5.0,may,144.0,3.0,-1.0,0.0,unknown,no
43.0,management,divorced,secondary,no,,yes,no,unknown,5.0,may,124.0,3.0,-1.0,0.0,unknown,no
40.0,,divorced,secondary,no,-333.0,yes,,unknown,5.0,may,183.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,,no,1533.0,yes,no,unknown,5.0,,325.0,2.0,-1.0,0.0,unknown,no
34.0,management,,tertiary,no,,yes,no,unknown,5.0,may,39.0,4.0,-1.0,0.0,unknown,
53.0,services,married,unknown,no,18.0,no,no,unknown,5.0,may,503.0,,-1.0,0.0,unknown,no
45.0,technician,married,secondary,no,44.0,yes,no,unknown,5.0,may,95.0,4.0,-1.0,0.0,,no
,,married,primary,,-100.0,yes,no,,5.0,may,680.0,2.0,,0.0,unknown,no
44.0,services,married,tertiary,no,510.0,yes,,unknown,5.0,may,421.0,4.0,-1.0,0.0,unknown,no
55.0,management,married,tertiary,no,685.0,yes,,unknown,5.0,,,3.0,-1.0,0.0,unknown,no
46.0,management,single,tertiary,no,187.0,yes,no,unknown,5.0,may,113.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,,66.0,yes,,unknown,5.0,may,808.0,2.0,-1.0,0.0,unknown,no
34.0,,married,secondary,no,560.0,yes,no,,5.0,may,198.0,3.0,-1.0,,unknown,no
36.0,,married,,no,0.0,yes,no,unknown,5.0,may,195.0,2.0,-1.0,0.0,unknown,no
59.0,unknown,,unknown,no,,no,no,unknown,5.0,,347.0,,-1.0,0.0,unknown,no
31.0,admin.,single,secondary,no,,yes,,unknown,5.0,,208.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,single,secondary,no,34.0,yes,no,unknown,5.0,may,404.0,4.0,-1.0,0.0,unknown,no
33.0,,single,tertiary,no,1068.0,yes,no,unknown,5.0,,396.0,2.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,211.0,yes,no,,5.0,may,216.0,4.0,-1.0,0.0,unknown,no
46.0,admin.,single,,no,377.0,yes,no,unknown,5.0,may,98.0,2.0,-1.0,0.0,,no
48.0,management,married,tertiary,no,263.0,yes,,unknown,5.0,may,350.0,2.0,,0.0,unknown,
42.0,services,married,secondary,no,1263.0,yes,no,unknown,6.0,may,114.0,2.0,-1.0,0.0,unknown,no
,services,married,secondary,no,8.0,yes,,unknown,6.0,may,,3.0,-1.0,0.0,unknown,no
48.0,admin.,,secondary,no,126.0,yes,yes,unknown,6.0,may,379.0,2.0,-1.0,0.0,,no
59.0,admin.,,secondary,no,230.0,yes,no,unknown,6.0,may,190.0,,-1.0,0.0,,no
46.0,technician,married,tertiary,no,841.0,yes,no,unknown,6.0,may,158.0,1.0,-1.0,0.0,,
38.0,admin.,divorced,secondary,no,308.0,yes,,unknown,6.0,may,102.0,1.0,-1.0,0.0,unknown,no
43.0,management,divorced,tertiary,no,1.0,yes,no,unknown,6.0,may,306.0,1.0,-1.0,0.0,,no
38.0,,divorced,tertiary,no,86.0,yes,no,unknown,,may,218.0,1.0,-1.0,0.0,unknown,
23.0,student,single,secondary,no,157.0,yes,no,unknown,6.0,,54.0,1.0,,0.0,unknown,no
34.0,services,married,secondary,no,22.0,yes,no,unknown,6.0,may,344.0,,-1.0,0.0,,no
38.0,admin.,,secondary,no,46.0,yes,yes,unknown,6.0,may,195.0,1.0,,0.0,unknown,no
37.0,blue-collar,married,secondary,,1293.0,no,no,,6.0,may,652.0,1.0,-1.0,0.0,unknown,no
25.0,,,secondary,no,122.0,yes,,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,unknown,no,,yes,no,unknown,6.0,,189.0,1.0,-1.0,0.0,unknown,
49.0,blue-collar,single,secondary,no,143.0,yes,no,unknown,6.0,may,83.0,1.0,,0.0,unknown,no
38.0,admin.,single,secondary,no,393.0,no,no,unknown,6.0,may,184.0,2.0,-1.0,0.0,unknown,no
43.0,,married,primary,no,98.0,yes,no,unknown,6.0,may,235.0,1.0,-1.0,,unknown,no
33.0,management,married,tertiary,no,0.0,yes,no,unknown,6.0,may,290.0,1.0,-1.0,0.0,unknown,no
55.0,blue-collar,married,,no,224.0,yes,no,unknown,6.0,may,232.0,1.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,secondary,no,,yes,no,unknown,6.0,may,133.0,1.0,-1.0,0.0,unknown,no
49.0,services,married,,no,245.0,yes,yes,unknown,6.0,may,318.0,1.0,-1.0,0.0,unknown,
40.0,management,married,secondary,no,8486.0,no,no,unknown,,may,260.0,3.0,-1.0,0.0,unknown,no
43.0,admin.,,unknown,,350.0,no,no,unknown,6.0,may,,1.0,,0.0,unknown,no
38.0,blue-collar,married,secondary,no,20.0,yes,no,unknown,6.0,may,402.0,1.0,-1.0,0.0,unknown,no
58.0,services,married,secondary,no,1667.0,yes,yes,unknown,6.0,may,85.0,,-1.0,0.0,unknown,no
57.0,technician,married,unknown,no,345.0,yes,no,unknown,,,125.0,1.0,-1.0,0.0,unknown,no
32.0,unemployed,married,secondary,no,10.0,yes,no,unknown,6.0,,501.0,,-1.0,0.0,unknown,no
56.0,management,married,,no,,yes,yes,unknown,6.0,may,,1.0,-1.0,,unknown,
58.0,blue-collar,divorced,unknown,no,29.0,yes,,unknown,6.0,may,253.0,1.0,-1.0,,unknown,no
60.0,retired,divorced,secondary,no,545.0,yes,no,unknown,,may,,1.0,-1.0,0.0,unknown,
37.0,technician,married,,no,8730.0,yes,no,unknown,6.0,may,149.0,1.0,-1.0,0.0,unknown,no
46.0,technician,divorced,tertiary,no,,yes,no,,6.0,may,114.0,1.0,-1.0,0.0,unknown,no
27.0,admin.,married,secondary,no,4.0,,no,unknown,6.0,may,243.0,1.0,-1.0,,unknown,no
,blue-collar,married,secondary,no,1205.0,yes,no,,6.0,may,769.0,2.0,-1.0,0.0,unknown,no
32.0,technician,single,secondary,no,,yes,yes,unknown,,may,135.0,3.0,,,unknown,no
40.0,admin.,single,secondary,no,,yes,no,unknown,,may,231.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,married,secondary,no,1.0,no,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,283.0,,yes,unknown,6.0,may,199.0,1.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,primary,no,206.0,yes,no,unknown,6.0,may,152.0,,-1.0,0.0,unknown,
42.0,housemaid,married,,no,17.0,yes,no,unknown,6.0,may,124.0,1.0,-1.0,0.0,unknown,
48.0,,married,,,141.0,yes,yes,,6.0,may,424.0,1.0,,0.0,unknown,no
29.0,self-employed,single,tertiary,no,16.0,yes,no,unknown,6.0,may,43.0,1.0,-1.0,0.0,unknown,no
50.0,services,married,secondary,no,206.0,yes,,unknown,6.0,may,,1.0,,0.0,unknown,
52.0,technician,married,unknown,no,,no,no,unknown,,may,203.0,2.0,-1.0,0.0,unknown,
50.0,management,married,tertiary,no,,no,no,unknown,6.0,may,326.0,,-1.0,0.0,unknown,no
58.0,retired,married,tertiary,no,0.0,,,unknown,6.0,may,393.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,divorced,primary,no,1927.0,yes,no,unknown,,may,241.0,3.0,-1.0,0.0,unknown,no
38.0,technician,,secondary,no,284.0,yes,no,unknown,6.0,,,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,,secondary,no,1660.0,yes,no,unknown,6.0,may,259.0,1.0,-1.0,0.0,unknown,no
,services,single,secondary,no,406.0,yes,no,unknown,6.0,may,227.0,1.0,-1.0,,unknown,no
51.0,blue-collar,married,primary,no,230.0,yes,,,,may,673.0,1.0,,0.0,unknown,no
39.0,admin.,single,secondary,,-25.0,yes,no,,6.0,may,576.0,1.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,182.0,yes,no,unknown,6.0,may,180.0,2.0,-1.0,0.0,unknown,no
36.0,entrepreneur,married,tertiary,no,1169.0,yes,no,unknown,6.0,may,168.0,2.0,-1.0,0.0,unknown,no
34.0,admin.,divorced,secondary,,67.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
40.0,,married,secondary,no,77.0,no,,unknown,6.0,may,505.0,1.0,-1.0,0.0,unknown,no
43.0,unemployed,married,secondary,no,,yes,no,unknown,,may,,1.0,-1.0,0.0,unknown,no
52.0,blue-collar,divorced,primary,no,,yes,,unknown,6.0,may,186.0,,-1.0,0.0,unknown,no
33.0,,married,secondary,,72.0,yes,no,unknown,,may,623.0,1.0,-1.0,,unknown,no
49.0,management,single,tertiary,no,,yes,no,unknown,,may,,3.0,-1.0,0.0,,
32.0,management,single,tertiary,no,151.0,yes,no,unknown,6.0,may,118.0,1.0,-1.0,0.0,unknown,
39.0,admin.,single,,no,113.0,yes,no,unknown,,may,342.0,1.0,,0.0,unknown,no
40.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,225.0,1.0,-1.0,0.0,unknown,no
38.0,technician,single,tertiary,no,,yes,,unknown,6.0,may,,3.0,-1.0,,unknown,no
43.0,management,married,secondary,no,375.0,yes,,unknown,6.0,may,196.0,2.0,-1.0,,unknown,no
39.0,services,married,secondary,no,1142.0,yes,no,unknown,6.0,may,276.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,primary,no,2102.0,yes,no,unknown,6.0,may,76.0,1.0,-1.0,0.0,unknown,no
38.0,technician,single,tertiary,no,4325.0,yes,no,unknown,6.0,may,87.0,1.0,,0.0,unknown,no
40.0,blue-collar,married,,,217.0,yes,no,unknown,6.0,may,195.0,1.0,-1.0,0.0,unknown,no
55.0,admin.,married,secondary,,131.0,yes,,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
,management,married,tertiary,no,,yes,no,unknown,6.0,may,765.0,1.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,no,,yes,no,,6.0,may,262.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,primary,no,,,no,unknown,6.0,may,119.0,1.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,320.0,yes,no,unknown,6.0,may,,2.0,-1.0,,unknown,no
55.0,admin.,married,secondary,no,183.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,39.0,no,no,unknown,6.0,may,241.0,1.0,-1.0,0.0,unknown,no
35.0,management,,tertiary,no,560.0,yes,,unknown,6.0,may,181.0,1.0,-1.0,0.0,unknown,no
58.0,technician,divorced,secondary,no,,no,no,unknown,6.0,may,196.0,,-1.0,0.0,unknown,no
35.0,admin.,married,secondary,no,530.0,yes,no,unknown,6.0,may,149.0,1.0,-1.0,0.0,unknown,no
49.0,services,married,primary,no,61.0,yes,no,,6.0,may,246.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,tertiary,no,242.0,yes,,unknown,6.0,may,112.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,139.0,,no,unknown,6.0,may,309.0,2.0,-1.0,0.0,unknown,no
24.0,self-employed,single,secondary,no,0.0,yes,no,unknown,,may,278.0,1.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,367.0,yes,no,unknown,6.0,may,140.0,1.0,-1.0,0.0,,no
,admin.,divorced,secondary,,228.0,yes,no,unknown,6.0,may,136.0,1.0,,0.0,unknown,no
39.0,technician,single,unknown,no,45248.0,yes,no,unknown,6.0,may,1623.0,1.0,-1.0,0.0,unknown,yes
50.0,self-employed,married,,no,-84.0,yes,no,unknown,6.0,,101.0,,-1.0,,unknown,
32.0,services,single,secondary,no,310.0,,no,unknown,6.0,may,144.0,1.0,-1.0,0.0,,no
42.0,blue-collar,married,unknown,no,132.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,797.0,,no,unknown,6.0,may,354.0,1.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,71.0,no,no,unknown,6.0,may,79.0,,-1.0,0.0,unknown,no
46.0,management,divorced,unknown,no,2.0,yes,no,,6.0,may,187.0,1.0,-1.0,0.0,unknown,no
37.0,management,married,,,231.0,yes,,unknown,6.0,may,451.0,2.0,-1.0,0.0,unknown,
34.0,blue-collar,married,secondary,no,270.0,,yes,unknown,6.0,may,159.0,,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,274.0,yes,,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
40.0,admin.,single,secondary,no,-109.0,yes,yes,unknown,6.0,may,170.0,1.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,1.0,,no,unknown,6.0,may,608.0,1.0,-1.0,0.0,unknown,
33.0,blue-collar,single,secondary,yes,-60.0,no,no,unknown,6.0,may,243.0,1.0,-1.0,,unknown,no
35.0,blue-collar,married,secondary,no,89.0,yes,no,unknown,6.0,may,145.0,2.0,-1.0,0.0,unknown,no
58.0,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,6.0,may,112.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,,,no,unknown,6.0,may,262.0,,-1.0,0.0,unknown,no
43.0,,married,secondary,no,-509.0,yes,no,unknown,6.0,may,124.0,1.0,,0.0,unknown,no
39.0,unemployed,married,primary,no,408.0,yes,no,unknown,,may,53.0,1.0,-1.0,0.0,unknown,no
36.0,services,single,primary,no,58.0,yes,no,unknown,,may,134.0,1.0,-1.0,,unknown,no
57.0,retired,single,secondary,no,1640.0,no,yes,unknown,6.0,may,204.0,4.0,-1.0,0.0,unknown,no
36.0,admin.,single,secondary,no,20.0,yes,no,unknown,6.0,may,186.0,,,,unknown,no
50.0,blue-collar,married,primary,no,71.0,yes,no,unknown,6.0,may,678.0,1.0,-1.0,0.0,unknown,
55.0,blue-collar,married,,no,52.0,yes,,unknown,6.0,may,182.0,1.0,,0.0,,no
44.0,self-employed,married,tertiary,no,292.0,yes,no,unknown,6.0,,,1.0,-1.0,0.0,unknown,no
44.0,services,divorced,secondary,no,424.0,,no,,6.0,may,27.0,,-1.0,0.0,unknown,no
39.0,housemaid,,primary,no,109.0,yes,no,unknown,,may,699.0,3.0,-1.0,0.0,unknown,no
46.0,,married,,no,1044.0,yes,no,unknown,6.0,may,43.0,1.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,no,983.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
34.0,admin.,married,,no,869.0,,no,unknown,6.0,may,1677.0,1.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,primary,no,,yes,no,unknown,,may,,2.0,-1.0,0.0,unknown,no
,management,married,tertiary,no,,yes,no,unknown,6.0,may,323.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,secondary,,301.0,yes,no,unknown,6.0,may,82.0,1.0,-1.0,0.0,unknown,
,admin.,single,secondary,no,140.0,yes,no,unknown,,may,310.0,1.0,-1.0,,unknown,no
39.0,management,,secondary,no,1877.0,yes,no,unknown,6.0,may,185.0,1.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,1127.0,yes,no,unknown,6.0,may,47.0,,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,871.0,yes,no,unknown,,may,145.0,,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,,yes,yes,unknown,6.0,may,204.0,1.0,-1.0,,unknown,no
43.0,blue-collar,married,secondary,no,0.0,no,no,unknown,6.0,,187.0,1.0,,0.0,unknown,
30.0,services,single,,no,209.0,yes,no,unknown,6.0,may,30.0,2.0,-1.0,0.0,unknown,
54.0,management,divorced,primary,no,,no,no,unknown,6.0,may,472.0,1.0,-1.0,0.0,unknown,no
43.0,blue-collar,divorced,secondary,,110.0,yes,yes,unknown,6.0,may,448.0,1.0,-1.0,0.0,unknown,no
59.0,management,divorced,tertiary,no,-76.0,yes,yes,unknown,6.0,may,264.0,1.0,-1.0,0.0,unknown,no
47.0,technician,,unknown,no,178.0,yes,no,unknown,6.0,may,169.0,1.0,-1.0,,unknown,no
40.0,blue-collar,married,primary,no,-66.0,yes,no,unknown,6.0,may,288.0,1.0,-1.0,0.0,unknown,no
32.0,technician,married,secondary,no,0.0,yes,no,unknown,6.0,may,176.0,2.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,1.0,yes,no,unknown,6.0,may,215.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,337.0,1.0,-1.0,0.0,,no
55.0,unemployed,married,tertiary,no,5345.0,no,no,unknown,6.0,may,278.0,1.0,-1.0,0.0,unknown,no
30.0,,,secondary,no,-209.0,yes,no,unknown,6.0,may,188.0,2.0,-1.0,0.0,unknown,no
39.0,admin.,single,secondary,no,,yes,no,unknown,6.0,may,174.0,,-1.0,,,no
39.0,,divorced,secondary,no,42.0,yes,no,unknown,6.0,may,226.0,2.0,,0.0,unknown,no
50.0,blue-collar,divorced,secondary,no,41.0,yes,no,unknown,,may,190.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,-99.0,yes,,unknown,6.0,may,111.0,2.0,-1.0,0.0,unknown,no
37.0,technician,single,secondary,no,17.0,yes,no,unknown,6.0,may,164.0,1.0,,0.0,unknown,no
46.0,admin.,married,,no,276.0,yes,yes,unknown,,may,157.0,2.0,-1.0,0.0,unknown,no
32.0,,single,unknown,,-170.0,no,no,unknown,6.0,may,46.0,1.0,,0.0,unknown,
37.0,management,single,tertiary,no,230.0,yes,yes,,6.0,may,374.0,1.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,9.0,,no,unknown,6.0,may,349.0,1.0,,0.0,unknown,no
41.0,blue-collar,married,secondary,no,946.0,yes,no,unknown,6.0,may,325.0,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,primary,,1297.0,yes,no,unknown,6.0,may,233.0,2.0,,0.0,unknown,no
57.0,retired,divorced,secondary,no,-331.0,yes,no,unknown,6.0,may,531.0,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,single,secondary,no,44.0,yes,no,unknown,6.0,may,153.0,1.0,-1.0,0.0,unknown,no
60.0,retired,married,secondary,,15.0,no,no,,6.0,may,80.0,1.0,-1.0,0.0,unknown,no
26.0,admin.,single,secondary,no,712.0,yes,no,,6.0,,232.0,1.0,-1.0,0.0,unknown,no
58.0,retired,married,secondary,no,5435.0,yes,no,unknown,6.0,may,118.0,1.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,507.0,yes,no,unknown,6.0,may,190.0,1.0,-1.0,,unknown,no
